1	46	84	43	3	2	46	9	52	0	10	3	64	242	4	23	1	157	92	210	45	21	23	9	42	11
12	0	0	0	17	0	0	0	3	0	0	2	0	0	13	0	0	4	0	0	4	0	0	0	2	0
9	0	0	0	6	0	0	12	4	0	0	1	1	0	19	0	0	2	0	1	7	0	0	0	2	0
2	3	2	0	41	4	0	1	16	0	0	1	2	3	13	1	0	8	9	2	3	0	5	0	3	0
94	25	75	44	36	13	55	9	26	1	1	9	55	121	22	22	0	77	84	115	12	29	14	30	75	1
9	1	0	0	4	1	1	1	12	0	0	1	0	0	7	0	0	8	1	2	8	0	1	0	0	0
16	0	0	0	12	0	0	0	10	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0
7	0	0	0	6	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
82	33	140	26	43	37	73	0	0	1	6	11	46	238	50	40	13	5	90	127	12	36	0	3	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	4	0	0	3	9	0	0	2	0	1	2	0	0	0	3	0	0	0	3	0	8	0
128	12	2	4	169	7	2	4	152	1	0	0	7	0	100	2	0	1	10	2	41	0	7	0	53	0
27	0	0	2	11	0	0	2	9	0	0	0	1	0	13	0	0	0	4	0	3	0	0	0	3	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
23	23	65	15	7	4	132	3	32	0	2	7	29	69	50	36	11	74	33	53	66	16	80	1	12	1
11	0	0	0	3	1	0	21	5	0	0	0	1	0	6	0	0	3	1	4	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	6	0
7	1	0	0	16	0	0	8	23	0	1	0	1	0	20	3	0	0	1	23	0	0	1	0	2	0
22	1	0	0	23	0	0	14	34	0	0	0	2	0	23	0	0	9	3	0	8	1	1	0	18	5
5	17	26	18	31	5	13	0	5	2	4	8	68	31	15	5	0	21	68	56	0	4	0	13	0	1
19	0	0	1	46	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	2	0	0	1	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	12	2	2	2	3	7	2	0	1	3	13	11	2	11	0	2	31	15	1	0	4	0	0	0
2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
